CustomerId,TotalAmount,AvgAmount,StdAmount,MinAmount,MaxAmount,TransactionCount,TotalValue,AvgValue,AvgHour,AvgDay,AvgMonth,UniqueProducts,FraudCount,TopProductCategory,TopChannelId,TopProviderId,Recency,Frequency,Monetary,is_high_risk
CustomerId_1039,103595.0,5755.277777777777,9542.477861741678,-5000.0,22050.0,18,119375.0,6631.944444444444,11.38888888888889,6.944444444444445,12.0,5,0.0,airtime,ChannelId_3,ProviderId_6,54,18,103595.0,1
CustomerId_1040,50000.0,50000.0,0.0,50000.0,50000.0,1,50000.0,50000.0,6.0,7.0,1.0,1,0.0,financial_services,ChannelId_3,ProviderId_1,25,1,50000.0,0
CustomerId_1043,14000.0,2333.3333333333335,6976.14984548545,-5000.0,10000.0,6,36000.0,6000.0,19.0,28.0,12.0,3,0.0,airtime,ChannelId_2,ProviderId_4,34,6,14000.0,1
CustomerId_1044,21848.5,1365.53125,2064.1874064527988,-622.0,6000.0,16,24268.0,1516.75,15.5625,23.4375,11.25,6,0.0,financial_services,ChannelId_3,ProviderId_4,36,16,21848.5,1
CustomerId_1048,1000.0,1000.0,0.0,1000.0,1000.0,1,1000.0,1000.0,7.0,2.0,1.0,1,0.0,financial_services,ChannelId_3,ProviderId_1,30,1,1000.0,0
CustomerId_1050,5000.0,5000.0,0.0,5000.0,5000.0,1,5000.0,5000.0,18.0,21.0,12.0,1,0.0,financial_services,ChannelId_3,ProviderId_1,41,1,5000.0,1
CustomerId_1052,56900.0,8128.571428571428,18504.47822246589,-1000.0,50000.0,7,59100.0,8442.857142857143,11.285714285714286,26.142857142857142,7.285714285714286,3,0.0,financial_services,ChannelId_3,ProviderId_1,11,7,56900.0,0
CustomerId_1053,13788.0,1969.7142857142858,1911.4446294435452,-12.0,4000.0,7,13812.0,1973.142857142857,4.857142857142857,15.285714285714286,11.0,3,0.0,financial_services,ChannelId_3,ProviderId_3,77,7,13788.0,1
CustomerId_1054,96970.0,2255.1162790697676,4446.078460467545,-1000.0,20000.0,43,102030.0,2372.7906976744184,17.511627906976745,14.279069767441861,8.674418604651162,4,0.0,financial_services,ChannelId_3,ProviderId_6,25,43,96970.0,0
CustomerId_1055,5850.0,1170.0,1338.6560424545207,-100.0,3000.0,5,6150.0,1230.0,9.8,19.0,11.0,3,0.0,financial_services,ChannelId_3,ProviderId_4,69,5,5850.0,1
CustomerId_1056,5500.0,1375.0,1108.6778913041726,500.0,3000.0,4,5500.0,1375.0,11.5,17.75,12.0,2,0.0,financial_services,ChannelId_3,ProviderId_1,43,4,5500.0,1
CustomerId_1057,4504.0,2252.0,3886.258869401265,-496.0,5000.0,2,6246.0,3123.0,6.0,15.0,11.0,2,0.0,financial_services,ChannelId_2,ProviderId_4,78,2,4504.0,1
CustomerId_1058,11250.0,450.0,563.0090289388498,-100.0,2000.0,25,12974.0,518.96,12.8,17.8,9.36,5,0.0,financial_services,ChannelId_3,ProviderId_4,19,25,11250.0,0
CustomerId_1059,20000.0,4000.0,6745.368781616021,-5000.0,10000.0,5,32000.0,6400.0,12.0,25.0,1.0,3,0.0,financial_services,ChannelId_3,ProviderId_4,6,5,20000.0,0
CustomerId_1064,119830.0,3994.3333333333335,5770.259620844978,-5000.0,15000.0,30,152760.0,5092.0,15.2,20.633333333333333,2.8333333333333335,6,0.0,financial_services,ChannelId_3,ProviderId_6,7,30,119830.0,0
CustomerId_1068,500.0,500.0,0.0,500.0,500.0,1,500.0,500.0,14.0,22.0,12.0,1,0.0,airtime,ChannelId_3,ProviderId_1,40,1,500.0,1
CustomerId_1070,5000.0,5000.0,0.0,5000.0,5000.0,1,5000.0,5000.0,15.0,18.0,1.0,1,0.0,financial_services,ChannelId_3,ProviderId_5,13,1,5000.0,0
CustomerId_1071,2000.0,2000.0,0.0,2000.0,2000.0,1,2000.0,2000.0,5.0,8.0,1.0,1,0.0,airtime,ChannelId_3,ProviderId_5,24,1,2000.0,0
CustomerId_1073,1000.0,1000.0,0.0,1000.0,1000.0,1,1000.0,1000.0,17.0,3.0,12.0,1,0.0,airtime,ChannelId_3,ProviderId_3,59,1,1000.0,1
CustomerId_1074,97500.0,2785.714285714286,5363.5009888265,-14500.0,10000.0,35,178700.0,5105.714285714285,10.885714285714286,19.714285714285715,5.714285714285714,5,0.0,financial_services,ChannelId_3,ProviderId_6,6,35,97500.0,0
CustomerId_1078,19000.0,3166.6666666666665,7626.707459098367,-5000.0,10000.0,6,41000.0,6833.333333333333,21.0,28.0,12.0,3,0.0,airtime,ChannelId_2,ProviderId_4,34,6,19000.0,1
CustomerId_1079,20000.0,20000.0,0.0,20000.0,20000.0,1,20000.0,20000.0,18.0,30.0,12.0,1,0.0,airtime,ChannelId_3,ProviderId_3,32,1,20000.0,1
CustomerId_1080,5000.0,5000.0,0.0,5000.0,5000.0,1,5000.0,5000.0,6.0,14.0,1.0,1,0.0,financial_services,ChannelId_3,ProviderId_1,18,1,5000.0,0
CustomerId_1081,1500.0,750.0,353.5533905932738,500.0,1000.0,2,1500.0,750.0,19.0,20.5,1.0,2,0.0,airtime,ChannelId_3,ProviderId_1,1,2,1500.0,0
CustomerId_1082,19000.0,3800.0,6685.805860178712,-5000.0,10000.0,5,31000.0,6200.0,13.0,28.0,12.0,3,0.0,financial_services,ChannelId_3,ProviderId_4,34,5,19000.0,1
CustomerId_1083,500.0,500.0,0.0,500.0,500.0,1,500.0,500.0,17.0,12.0,1.0,1,0.0,airtime,ChannelId_3,ProviderId_6,19,1,500.0,0
CustomerId_1084,10000.0,10000.0,0.0,10000.0,10000.0,1,10000.0,10000.0,16.0,4.0,12.0,1,0.0,financial_services,ChannelId_3,ProviderId_1,58,1,10000.0,1
CustomerId_1085,2900.0,725.0,1517.3990905493517,-1000.0,2000.0,4,5100.0,1275.0,20.0,17.0,12.0,3,0.0,financial_services,ChannelId_2,ProviderId_4,45,4,2900.0,1
CustomerId_1086,39355.0,2623.6666666666665,5175.501516991465,-50.0,15000.0,15,39645.0,2643.0,12.4,29.733333333333334,1.0,5,0.0,financial_services,ChannelId_3,ProviderId_6,1,15,39355.0,0
CustomerId_1087,40000.0,4444.444444444444,6463.573143221772,-5000.0,10000.0,9,62000.0,6888.888888888889,19.11111111111111,20.444444444444443,7.111111111111111,3,0.0,financial_services,ChannelId_3,ProviderId_6,20,9,40000.0,0
CustomerId_1089,169651.5,1116.1282894736842,1695.0127365720368,-175.0,10000.0,152,175729.0,1156.1118421052631,11.631578947368421,14.855263157894736,11.618421052631579,4,0.0,financial_services,ChannelId_3,ProviderId_6,24,152,169651.5,0
CustomerId_1091,3000.0,1500.0,707.1067811865476,1000.0,2000.0,2,3000.0,1500.0,18.0,19.0,1.0,2,0.0,airtime,ChannelId_3,ProviderId_1,12,2,3000.0,0
CustomerId_1092,65000.0,4062.5,5801.9393309478855,-5000.0,10000.0,16,97000.0,6062.5,11.375,23.5,5.125,4,0.0,airtime,ChannelId_3,ProviderId_6,6,16,65000.0,0
CustomerId_1093,42620.0,774.9090909090909,1912.920128366163,-3500.0,5200.0,55,81340.0,1478.909090909091,16.6,14.181818181818182,9.909090909090908,5,0.0,airtime,ChannelId_3,ProviderId_4,20,55,42620.0,0
CustomerId_1094,32460.0,4637.142857142857,9189.939633979675,-5000.0,20000.0,7,46190.0,6598.571428571428,15.428571428571429,18.142857142857142,1.0,5,0.0,financial_services,ChannelId_3,ProviderId_4,12,7,32460.0,0
CustomerId_1095,2925.0,325.0,617.7074550302918,-1000.0,1000.0,9,5075.0,563.8888888888889,10.333333333333334,26.88888888888889,1.0,4,0.0,financial_services,ChannelId_3,ProviderId_1,4,9,2925.0,0
CustomerId_1096,1918126.0,2709.2175141242938,18730.44752463565,-1500.0,202000.0,708,1975444.0,2790.175141242938,10.391242937853107,27.911016949152543,1.0,9,0.0,airtime,ChannelId_3,ProviderId_6,1,708,1918126.0,0
CustomerId_1099,6180.0,686.6666666666666,843.8601779915912,-1000.0,2000.0,9,8220.0,913.3333333333334,16.555555555555557,10.777777777777779,3.4444444444444446,3,0.0,financial_services,ChannelId_3,ProviderId_6,12,9,6180.0,0
CustomerId_11,-10000.0,-10000.0,0.0,-10000.0,-10000.0,1,10000.0,10000.0,16.0,21.0,11.0,1,0.0,airtime,ChannelId_2,ProviderId_4,71,1,-10000.0,1
CustomerId_1101,60000.0,6666.666666666667,5873.670062235366,1000.0,15000.0,9,60000.0,6666.666666666667,11.11111111111111,16.666666666666668,12.0,1,0.0,financial_services,ChannelId_3,ProviderId_3,40,9,60000.0,1
CustomerId_1102,19000.0,3800.0,6685.805860178712,-5000.0,10000.0,5,31000.0,6200.0,6.0,25.0,1.0,3,0.0,financial_services,ChannelId_3,ProviderId_4,7,5,19000.0,0
CustomerId_1103,30000.0,30000.0,0.0,30000.0,30000.0,1,30000.0,30000.0,13.0,27.0,12.0,1,0.0,financial_services,ChannelId_3,ProviderId_1,35,1,30000.0,1
CustomerId_1105,500.0,500.0,0.0,500.0,500.0,1,500.0,500.0,20.0,17.0,1.0,1,0.0,airtime,ChannelId_3,ProviderId_1,14,1,500.0,0
CustomerId_1106,10000.0,10000.0,0.0,10000.0,10000.0,1,10000.0,10000.0,1.0,18.0,11.0,1,0.0,financial_services,ChannelId_3,ProviderId_5,75,1,10000.0,1
CustomerId_1108,20000.0,3333.3333333333335,7814.516406449389,-5000.0,11000.0,6,42000.0,7000.0,13.5,25.166666666666668,1.0,3,0.0,airtime,ChannelId_2,ProviderId_4,5,6,20000.0,0
CustomerId_1109,39800.0,4975.0,6193.718015630262,-5000.0,10500.0,8,52200.0,6525.0,12.0,28.0,12.0,3,0.0,financial_services,ChannelId_3,ProviderId_4,34,8,39800.0,1
CustomerId_1111,-20.0,-6.666666666666667,1000.0666644445926,-1000.0,1000.0,3,2020.0,673.3333333333334,16.0,6.0,12.0,2,0.0,financial_services,ChannelId_2,ProviderId_4,56,3,-20.0,1
CustomerId_1113,29700.0,1291.304347826087,3184.930860313962,-5000.0,10000.0,23,42300.0,1839.1304347826087,14.652173913043478,7.304347826086956,12.0,6,0.0,airtime,ChannelId_3,ProviderId_6,52,23,29700.0,1
CustomerId_1114,42875.0,932.0652173913044,974.2350709299844,-1000.0,2000.0,46,48125.0,1046.195652173913,10.782608695652174,15.804347826086957,6.978260869565218,2,0.0,airtime,ChannelId_3,ProviderId_5,2,46,42875.0,0
CustomerId_1116,1960.0,326.6666666666667,819.8211187000898,-1000.0,1000.0,6,4040.0,673.3333333333334,20.166666666666668,16.166666666666668,1.0,3,0.0,airtime,ChannelId_2,ProviderId_4,10,6,1960.0,0
CustomerId_1117,4000.0,4000.0,0.0,4000.0,4000.0,1,4000.0,4000.0,7.0,2.0,12.0,1,0.0,financial_services,ChannelId_3,ProviderId_3,61,1,4000.0,1
CustomerId_1118,40000.0,3636.3636363636365,7593.05903141451,-5000.0,11000.0,11,82000.0,7454.545454545455,9.545454545454545,17.454545454545453,1.0,3,0.0,airtime,ChannelId_3,ProviderId_4,5,11,40000.0,0
CustomerId_1119,5450.0,778.5714285714286,410.13934914158835,-50.0,1000.0,7,5550.0,792.8571428571429,9.285714285714286,11.285714285714286,1.0,3,0.0,airtime,ChannelId_3,ProviderId_5,14,7,5450.0,0
CustomerId_1120,1960.0,980.0,1442.497833620557,-40.0,2000.0,2,2040.0,1020.0,3.0,13.0,12.0,2,0.0,airtime,ChannelId_2,ProviderId_1,50,2,1960.0,1
CustomerId_1121,12097.02,1728.1457142857143,2428.372158867315,-1000.0,5000.0,7,14781.0,2111.5714285714284,17.714285714285715,26.857142857142858,1.0,3,0.0,airtime,ChannelId_3,ProviderId_1,3,7,12097.02,0
CustomerId_1122,1850000.0,1850000.0,0.0,1850000.0,1850000.0,1,1850000.0,1850000.0,5.0,11.0,12.0,1,1.0,financial_services,ChannelId_3,ProviderId_1,52,1,1850000.0,1
CustomerId_1123,1000.0,1000.0,0.0,1000.0,1000.0,1,1000.0,1000.0,2.0,29.0,12.0,1,0.0,airtime,ChannelId_3,ProviderId_1,34,1,1000.0,1
CustomerId_1124,19000.0,3166.6666666666665,7626.707459098367,-5000.0,10000.0,6,41000.0,6833.333333333333,14.166666666666666,11.0,1.0,3,0.0,airtime,ChannelId_2,ProviderId_4,20,6,19000.0,0
CustomerId_1125,5000.0,5000.0,0.0,5000.0,5000.0,1,5000.0,5000.0,6.0,13.0,1.0,1,0.0,financial_services,ChannelId_3,ProviderId_1,19,1,5000.0,0
CustomerId_1127,63230.0,2634.5833333333335,3250.217690591183,-500.0,10000.0,24,65170.0,2715.4166666666665,13.25,19.166666666666668,4.458333333333333,6,0.0,financial_services,ChannelId_3,ProviderId_6,6,24,63230.0,0
CustomerId_1129,1000.0,500.0,0.0,500.0,500.0,2,1000.0,500.0,9.0,15.5,11.5,2,0.0,airtime,ChannelId_3,ProviderId_1,62,2,1000.0,1
CustomerId_1130,3960.0,990.0,1833.1393836803572,-1000.0,3000.0,4,6040.0,1510.0,19.0,27.0,11.0,2,0.0,airtime,ChannelId_2,ProviderId_1,65,4,3960.0,1
CustomerId_1131,11800.0,1311.111111111111,2016.924914594272,-1000.0,5000.0,9,14920.0,1657.7777777777778,11.555555555555555,16.88888888888889,7.111111111111111,4,0.0,financial_services,ChannelId_3,ProviderId_3,19,9,11800.0,0
CustomerId_1134,2400.0,342.85714285714283,393.8893366464869,-50.0,1000.0,7,2600.0,371.42857142857144,15.857142857142858,21.571428571428573,11.0,2,0.0,airtime,ChannelId_3,ProviderId_1,67,7,2400.0,1
CustomerId_1135,71000.0,5071.428571428572,10547.561043011032,-1000.0,40000.0,14,75000.0,5357.142857142857,9.571428571428571,16.714285714285715,8.857142857142858,5,0.0,airtime,ChannelId_3,ProviderId_4,11,14,71000.0,0
CustomerId_1137,80000.0,4000.0,8911.199340392432,-5000.0,20700.0,20,161400.0,8070.0,11.55,24.95,11.25,3,0.0,airtime,ChannelId_2,ProviderId_4,41,20,80000.0,1
CustomerId_1140,3750.0,1250.0,3269.174207655505,-1000.0,5000.0,3,6250.0,2083.3333333333335,21.0,30.0,12.0,2,0.0,financial_services,ChannelId_2,ProviderId_4,32,3,3750.0,1
CustomerId_1141,139115.0,3024.2391304347825,5222.57641477964,-5000.0,10000.0,46,220685.0,4797.5,11.043478260869565,13.695652173913043,8.826086956521738,5,0.0,airtime,ChannelId_3,ProviderId_6,12,46,139115.0,0
CustomerId_1145,9500.0,2375.0,1887.4586088176875,500.0,5000.0,4,9500.0,2375.0,11.75,24.25,9.25,1,0.0,financial_services,ChannelId_3,ProviderId_1,26,4,9500.0,0
CustomerId_1146,19000.0,3166.6666666666665,7626.707459098367,-5000.0,10000.0,6,41000.0,6833.333333333333,14.0,28.0,12.0,3,0.0,airtime,ChannelId_2,ProviderId_4,34,6,19000.0,1
CustomerId_1147,60000.0,4285.714285714285,5743.606096261389,-5000.0,10000.0,14,82000.0,5857.142857142857,8.0,14.357142857142858,1.0,4,0.0,airtime,ChannelId_3,ProviderId_6,7,14,60000.0,0
CustomerId_1150,2000.0,1000.0,0.0,1000.0,1000.0,2,2000.0,1000.0,18.0,1.0,12.0,1,0.0,airtime,ChannelId_3,ProviderId_5,61,2,2000.0,1
CustomerId_1153,3000.0,3000.0,0.0,3000.0,3000.0,1,3000.0,3000.0,12.0,17.0,12.0,1,0.0,financial_services,ChannelId_3,ProviderId_1,45,1,3000.0,1
CustomerId_1154,1425.0,712.5,1113.6931803688124,-75.0,1500.0,2,1575.0,787.5,10.0,30.0,11.0,2,0.0,airtime,ChannelId_2,ProviderId_4,63,2,1425.0,1
CustomerId_1156,1394007.0,4124.281065088758,8346.097232582635,-10000.0,49000.0,338,1558042.0,4609.591715976331,12.242603550295858,16.653846153846153,7.233727810650888,9,0.0,financial_services,ChannelId_3,ProviderId_6,1,338,1394007.0,0
CustomerId_1158,30000.0,3750.0,7094.061903149301,-5000.0,10700.0,8,51400.0,6425.0,14.0,16.0,11.0,3,0.0,airtime,ChannelId_2,ProviderId_4,76,8,30000.0,1
CustomerId_1160,20000.0,3333.3333333333335,7814.516406449389,-5000.0,11000.0,6,42000.0,7000.0,12.166666666666666,25.166666666666668,1.0,3,0.0,airtime,ChannelId_2,ProviderId_4,5,6,20000.0,0
CustomerId_1161,2500.0,2500.0,0.0,2500.0,2500.0,1,2500.0,2500.0,17.0,19.0,1.0,1,0.0,financial_services,ChannelId_3,ProviderId_1,12,1,2500.0,0
CustomerId_1163,20000.0,3333.3333333333335,7814.516406449389,-5000.0,11000.0,6,42000.0,7000.0,11.833333333333334,25.166666666666668,1.0,3,0.0,airtime,ChannelId_2,ProviderId_4,5,6,20000.0,0
CustomerId_1164,19000.0,3166.6666666666665,7626.707459098367,-5000.0,10000.0,6,41000.0,6833.333333333333,18.0,7.0,12.0,3,0.0,airtime,ChannelId_2,ProviderId_4,55,6,19000.0,1
CustomerId_1165,54000.0,10800.0,14515.508947329405,-5000.0,30000.0,5,66000.0,13200.0,9.4,5.4,1.0,3,0.0,financial_services,ChannelId_3,ProviderId_4,23,5,54000.0,0
CustomerId_1170,54103.0,3381.4375,7530.383717259478,-5000.0,25000.0,16,98167.0,6135.4375,13.25,15.1875,11.25,3,0.0,utility_bill,ChannelId_3,ProviderId_4,55,16,54103.0,1
CustomerId_1171,3925.0,654.1666666666666,1373.9010760119036,-1000.0,2500.0,6,7075.0,1179.1666666666667,9.333333333333334,21.0,12.0,4,0.0,financial_services,ChannelId_3,ProviderId_4,32,6,3925.0,1
CustomerId_1172,235759.7,2806.6630952380956,4417.996239581807,-1000.0,19500.0,84,248611.0,2959.654761904762,11.392857142857142,20.607142857142858,1.0,10,0.0,financial_services,ChannelId_3,ProviderId_6,1,84,235759.7,0
CustomerId_1174,1000.0,1000.0,0.0,1000.0,1000.0,1,1000.0,1000.0,21.0,15.0,11.0,1,0.0,airtime,ChannelId_3,ProviderId_5,77,1,1000.0,1
CustomerId_1175,5532692.5,64333.63372093023,538665.1728171463,-10000.0,5000000.0,86,5585608.0,64948.93023255814,10.023255813953488,22.953488372093023,1.0,8,1.0,financial_services,ChannelId_3,ProviderId_6,1,86,5532692.5,0
CustomerId_1179,900.0,300.0,1539.4804318340653,-1000.0,2000.0,3,3100.0,1033.3333333333333,11.0,23.0,1.0,2,0.0,financial_services,ChannelId_2,ProviderId_4,8,3,900.0,0
CustomerId_1180,67906.0,1170.7931034482758,1257.0932743048465,-75.0,5000.0,58,69054.0,1190.5862068965516,14.172413793103448,22.379310344827587,11.017241379310345,7,0.0,airtime,ChannelId_3,ProviderId_6,6,58,67906.0,0
CustomerId_1183,45075.0,2504.1666666666665,5054.265016096918,-5000.0,11000.0,18,66965.0,3720.277777777778,11.88888888888889,19.11111111111111,6.666666666666667,6,0.0,airtime,ChannelId_3,ProviderId_6,7,18,45075.0,0
CustomerId_1184,1000.0,1000.0,0.0,1000.0,1000.0,1,1000.0,1000.0,6.0,1.0,12.0,1,0.0,financial_services,ChannelId_3,ProviderId_1,62,1,1000.0,1
CustomerId_1186,5900.0,1475.0,2665.0515942472857,-1000.0,5000.0,4,8100.0,2025.0,17.0,28.0,11.0,3,0.0,financial_services,ChannelId_2,ProviderId_4,64,4,5900.0,1
CustomerId_1187,39000.0,5571.428571428572,9431.456989902512,-5000.0,20000.0,7,61000.0,8714.285714285714,5.0,21.0,12.0,4,0.0,financial_services,ChannelId_3,ProviderId_4,42,7,39000.0,1
CustomerId_1189,3000.0,1500.0,707.1067811865476,1000.0,2000.0,2,3000.0,1500.0,6.0,7.0,1.0,1,0.0,financial_services,ChannelId_3,ProviderId_3,25,2,3000.0,0
CustomerId_1190,60000.0,4615.384615384615,6357.914510519697,-5000.0,10000.0,13,92000.0,7076.923076923077,12.615384615384615,20.076923076923077,8.615384615384615,3,0.0,financial_services,ChannelId_3,ProviderId_6,20,13,60000.0,0
CustomerId_1192,20845.0,1226.1764705882354,2574.130635653864,-250.0,10000.0,17,22355.0,1315.0,12.647058823529411,23.764705882352942,7.470588235294118,5,0.0,airtime,ChannelId_3,ProviderId_4,4,17,20845.0,0
CustomerId_1193,9000.0,2250.0,6601.767440112787,-5000.0,10000.0,4,21000.0,5250.0,11.0,21.0,12.0,2,0.0,airtime,ChannelId_2,ProviderId_4,41,4,9000.0,1
CustomerId_1194,9000.0,2250.0,6601.767440112787,-5000.0,10000.0,4,21000.0,5250.0,8.0,21.0,12.0,2,0.0,airtime,ChannelId_2,ProviderId_4,42,4,9000.0,1
CustomerId_1195,19000.0,3166.6666666666665,6047.037842337905,-5000.0,10000.0,6,31000.0,5166.666666666667,10.666666666666666,21.0,12.0,2,0.0,airtime,ChannelId_3,ProviderId_1,41,6,19000.0,1
CustomerId_1196,19000.0,3166.6666666666665,6266.31204670392,-5000.0,10000.0,6,32000.0,5333.333333333333,7.0,28.0,12.0,2,0.0,airtime,ChannelId_2,ProviderId_4,35,6,19000.0,1
CustomerId_1197,9000.0,2250.0,6601.767440112787,-5000.0,10000.0,4,21000.0,5250.0,9.0,21.0,12.0,2,0.0,airtime,ChannelId_2,ProviderId_4,42,4,9000.0,1
CustomerId_1198,9000.0,2250.0,6601.767440112787,-5000.0,10000.0,4,21000.0,5250.0,8.0,21.0,12.0,2,0.0,airtime,ChannelId_2,ProviderId_4,42,4,9000.0,1
CustomerId_12,-10000.0,-10000.0,0.0,-10000.0,-10000.0,1,10000.0,10000.0,16.0,21.0,11.0,1,0.0,airtime,ChannelId_2,ProviderId_4,71,1,-10000.0,1
CustomerId_1200,9000.0,2250.0,6601.767440112787,-5000.0,10000.0,4,21000.0,5250.0,7.0,28.0,12.0,2,0.0,airtime,ChannelId_2,ProviderId_4,35,4,9000.0,1
CustomerId_1201,521661.5,3105.127976190476,8911.621063478462,-5000.0,83170.0,168,728425.0,4335.863095238095,11.541666666666666,18.333333333333332,8.833333333333334,8,0.0,airtime,ChannelId_3,ProviderId_6,1,168,521661.5,0
CustomerId_1202,80000.0,5333.333333333333,7047.458170621992,-5000.0,11000.0,15,122000.0,8133.333333333333,8.466666666666667,21.333333333333332,1.0,3,0.0,airtime,ChannelId_3,ProviderId_1,6,15,80000.0,0
CustomerId_1203,29880.0,830.0,2215.2910160324955,-5000.0,12000.0,36,41320.0,1147.7777777777778,12.527777777777779,15.944444444444445,10.38888888888889,4,0.0,airtime,ChannelId_3,ProviderId_4,1,36,29880.0,0
